Date,Close
7/1/2015 16:00:00,88.6
7/2/2015 16:00:00,88.32
7/6/2015 16:00:00,87.75
7/7/2015 16:00:00,87.89
7/8/2015 16:00:00,86.21
7/9/2015 16:00:00,86.73
7/10/2015 16:00:00,87.67
7/13/2015 16:00:00,89.03
7/14/2015 16:00:00,89.02
7/15/2015 16:00:00,90.1
7/16/2015 16:00:00,90.96
7/17/2015 16:00:00,90.99
7/20/2015 16:00:00,91.44
7/21/2015 16:00:00,91.71
7/22/2015 16:00:00,91.65
7/23/2015 16:00:00,90.77
7/24/2015 16:00:00,78.86
7/27/2015 16:00:00,78.61
7/28/2015 16:00:00,78.65
7/29/2015 16:00:00,79.62
7/30/2015 16:00:00,81.5
7/31/2015 16:00:00,81.3
8/3/2015 16:00:00,81.63
8/4/2015 16:00:00,81.38
8/5/2015 16:00:00,81.86
8/6/2015 16:00:00,81.14
8/7/2015 16:00:00,80.82
8/10/2015 16:00:00,82.49
8/11/2015 16:00:00,80.87
8/12/2015 16:00:00,80.62
8/13/2015 16:00:00,80.76
8/14/2015 16:00:00,81.27
8/17/2015 16:00:00,81.65
8/18/2015 16:00:00,81.26
8/19/2015 16:00:00,80.12
8/20/2015 16:00:00,79.04
8/21/2015 16:00:00,76.62
8/24/2015 16:00:00,73.53
8/25/2015 16:00:00,72.25
8/26/2015 16:00:00,74.75
8/27/2015 16:00:00,77.36
8/28/2015 16:00:00,77.32
8/31/2015 16:00:00,77.75
9/1/2015 16:00:00,74.32
9/2/2015 16:00:00,75.3
9/3/2015 16:00:00,76.16
9/4/2015 16:00:00,74.83
9/8/2015 16:00:00,76.79
9/9/2015 16:00:00,75.86
9/10/2015 16:00:00,75.87
9/11/2015 16:00:00,75.65
9/14/2015 16:00:00,75.76
9/15/2015 16:00:00,76.36
9/16/2015 16:00:00,77.28
9/17/2015 16:00:00,75.89
9/18/2015 16:00:00,73.56
9/21/2015 16:00:00,74.58
9/22/2015 16:00:00,73.68
9/23/2015 16:00:00,73.5
9/24/2015 16:00:00,73.12
9/25/2015 16:00:00,74.05
9/28/2015 16:00:00,72.17
9/29/2015 16:00:00,71.55
9/30/2015 16:00:00,72.52
10/1/2015 16:00:00,72.94
10/2/2015 16:00:00,72.87
10/5/2015 16:00:00,75.3
10/6/2015 16:00:00,75.22
10/7/2015 16:00:00,74.96
10/8/2015 16:00:00,75.05
10/9/2015 16:00:00,74.45
10/12/2015 16:00:00,74.25
10/13/2015 16:00:00,73.94
10/14/2015 16:00:00,72.56
10/15/2015 16:00:00,74.52
10/16/2015 16:00:00,74.67
10/19/2015 16:00:00,74.64
10/20/2015 16:00:00,74.58
10/21/2015 16:00:00,73.68
10/22/2015 16:00:00,74.94
10/23/2015 16:00:00,81.12
10/26/2015 16:00:00,79.65
10/27/2015 16:00:00,79.33
10/28/2015 16:00:00,81.14
10/29/2015 16:00:00,80.2
10/30/2015 16:00:00,78.9
11/2/2015 16:00:00,80.22
11/3/2015 16:00:00,80.88
11/4/2015 16:00:00,80.55
11/5/2015 16:00:00,79.55
11/6/2015 16:00:00,81.42
11/9/2015 16:00:00,80.45
11/10/2015 16:00:00,79.38
11/11/2015 16:00:00,78.87
11/12/2015 16:00:00,77.38
11/13/2015 16:00:00,76.97
11/16/2015 16:00:00,77.9
11/17/2015 16:00:00,76.37
11/18/2015 16:00:00,78.29
11/19/2015 16:00:00,79.58
11/20/2015 16:00:00,79.46
11/23/2015 16:00:00,78.82
11/24/2015 16:00:00,78.63
11/25/2015 16:00:00,79.04
11/27/2015 16:00:00,79
11/30/2015 16:00:00,78.51
12/1/2015 16:00:00,79.82
12/2/2015 16:00:00,78.77
12/3/2015 16:00:00,77.33
12/4/2015 16:00:00,79.37
12/7/2015 16:00:00,78.33
12/8/2015 16:00:00,76.86
12/9/2015 16:00:00,75.42
12/10/2015 16:00:00,75.61
12/11/2015 16:00:00,73.68
12/14/2015 16:00:00,73.31
12/15/2015 16:00:00,75.37
12/16/2015 16:00:00,76.36
12/17/2015 16:00:00,74.38
12/18/2015 16:00:00,72.47
12/21/2015 16:00:00,72.58
12/22/2015 16:00:00,72.77
12/23/2015 16:00:00,73.69
12/24/2015 16:00:00,73.52
12/28/2015 16:00:00,73.15
12/29/2015 16:00:00,73.79
12/30/2015 16:00:00,73.21
12/31/2015 16:00:00,72.18
1/4/2016 16:00:00,70.74
1/5/2016 16:00:00,69.46
1/6/2016 16:00:00,68.55
1/7/2016 16:00:00,65.08
1/8/2016 16:00:00,64.23
1/11/2016 16:00:00,64.76
1/12/2016 16:00:00,65.8
1/13/2016 16:00:00,63.64
1/14/2016 16:00:00,64.6
1/15/2016 16:00:00,62.85
1/19/2016 16:00:00,62.19
1/20/2016 16:00:00,60.76
1/21/2016 16:00:00,61.18
1/22/2016 16:00:00,61.1
1/25/2016 16:00:00,58.66
1/26/2016 16:00:00,60.38
1/27/2016 16:00:00,63.3
1/28/2016 16:00:00,62.99
1/29/2016 16:00:00,65.62
2/1/2016 16:00:00,65.01
2/2/2016 16:00:00,63.21
2/3/2016 16:00:00,63.15
2/4/2016 16:00:00,63.73
2/5/2016 16:00:00,63.36
2/8/2016 16:00:00,60.89
2/9/2016 16:00:00,62.42
2/10/2016 16:00:00,62.24
2/11/2016 16:00:00,60.15
2/12/2016 16:00:00,62.54
2/16/2016 16:00:00,64.21
2/17/2016 16:00:00,65.18
2/18/2016 16:00:00,65.93
2/19/2016 16:00:00,65.73
2/22/2016 16:00:00,67.76
2/23/2016 16:00:00,65.72
2/24/2016 16:00:00,65.41
2/25/2016 16:00:00,66.42
2/26/2016 16:00:00,67.2
2/29/2016 16:00:00,65.73
3/1/2016 16:00:00,67.99
3/2/2016 16:00:00,69.14
