Date,Close
7/1/2015 16:00:00,78.4
7/2/2015 16:00:00,78.21
7/6/2015 16:00:00,77.59
7/7/2015 16:00:00,77.55
7/8/2015 16:00:00,75.93
7/9/2015 16:00:00,76.34
7/10/2015 16:00:00,77.31
7/13/2015 16:00:00,78.53
7/14/2015 16:00:00,78.97
7/15/2015 16:00:00,78.54
7/16/2015 16:00:00,78.92
7/17/2015 16:00:00,79.22
7/20/2015 16:00:00,79.3
7/21/2015 16:00:00,78.95
7/22/2015 16:00:00,78.99
7/23/2015 16:00:00,77.01
7/24/2015 16:00:00,75.9
7/27/2015 16:00:00,74.92
7/28/2015 16:00:00,75.11
7/29/2015 16:00:00,75.7
7/30/2015 16:00:00,76.12
7/31/2015 16:00:00,76.06
8/3/2015 16:00:00,75.98
8/4/2015 16:00:00,75.72
8/5/2015 16:00:00,75.59
8/6/2015 16:00:00,75
8/7/2015 16:00:00,79.72
8/10/2015 16:00:00,81.26
8/11/2015 16:00:00,81.34
8/12/2015 16:00:00,81
8/13/2015 16:00:00,80.76
8/14/2015 16:00:00,80.91
8/17/2015 16:00:00,81
8/18/2015 16:00:00,81.24
8/19/2015 16:00:00,80.95
8/20/2015 16:00:00,78.76
8/21/2015 16:00:00,77.03
8/24/2015 16:00:00,74.65
8/25/2015 16:00:00,73.52
8/26/2015 16:00:00,75.63
8/27/2015 16:00:00,76.88
8/28/2015 16:00:00,76.65
8/31/2015 16:00:00,76.72
9/1/2015 16:00:00,74
9/2/2015 16:00:00,74.94
9/3/2015 16:00:00,75.26
9/4/2015 16:00:00,74.08
9/8/2015 16:00:00,75.49
9/9/2015 16:00:00,75.12
9/10/2015 16:00:00,75.31
9/11/2015 16:00:00,75.5
9/14/2015 16:00:00,75.14
9/15/2015 16:00:00,76.5
9/16/2015 16:00:00,77.32
9/17/2015 16:00:00,77.06
9/18/2015 16:00:00,75.95
9/21/2015 16:00:00,76.74
9/22/2015 16:00:00,75.71
9/23/2015 16:00:00,75.63
9/24/2015 16:00:00,74.69
9/25/2015 16:00:00,75.1
9/28/2015 16:00:00,73.34
9/29/2015 16:00:00,73.1
9/30/2015 16:00:00,74.13
10/1/2015 16:00:00,73.89
10/2/2015 16:00:00,74.41
10/5/2015 16:00:00,77.3
10/6/2015 16:00:00,76.91
10/7/2015 16:00:00,77.18
10/8/2015 16:00:00,77.18
10/9/2015 16:00:00,77.33
10/12/2015 16:00:00,77.31
10/13/2015 16:00:00,76.6
10/14/2015 16:00:00,76.17
10/15/2015 16:00:00,76.74
10/16/2015 16:00:00,77.21
10/19/2015 16:00:00,77
10/20/2015 16:00:00,76.95
10/21/2015 16:00:00,76.51
10/22/2015 16:00:00,72.5
10/23/2015 16:00:00,74.59
10/26/2015 16:00:00,74.19
10/27/2015 16:00:00,74.01
10/28/2015 16:00:00,74.45
10/29/2015 16:00:00,74.22
10/30/2015 16:00:00,73.26
11/2/2015 16:00:00,73.94
11/3/2015 16:00:00,74.03
11/4/2015 16:00:00,74.07
11/5/2015 16:00:00,73.93
11/6/2015 16:00:00,74.3
11/9/2015 16:00:00,73.42
11/10/2015 16:00:00,73.37
11/11/2015 16:00:00,72.91
11/12/2015 16:00:00,71.98
11/13/2015 16:00:00,71.2
11/16/2015 16:00:00,71.66
11/17/2015 16:00:00,71.11
11/18/2015 16:00:00,72.15
11/19/2015 16:00:00,72.74
11/20/2015 16:00:00,72.42
11/23/2015 16:00:00,72.24
11/24/2015 16:00:00,71.63
11/25/2015 16:00:00,71.69
11/27/2015 16:00:00,71.85
11/30/2015 16:00:00,71.64
12/1/2015 16:00:00,72.2
12/2/2015 16:00:00,71.2
12/3/2015 16:00:00,70.42
12/4/2015 16:00:00,71.1
12/7/2015 16:00:00,70.61
12/8/2015 16:00:00,69.91
12/9/2015 16:00:00,69.86
12/10/2015 16:00:00,70.11
12/11/2015 16:00:00,68.86
12/14/2015 16:00:00,68.83
12/15/2015 16:00:00,70.15
12/16/2015 16:00:00,70.71
12/17/2015 16:00:00,69.57
12/18/2015 16:00:00,67.87
12/21/2015 16:00:00,68.4
12/22/2015 16:00:00,68.85
12/23/2015 16:00:00,69.97
12/24/2015 16:00:00,70.16
12/28/2015 16:00:00,69.76
12/29/2015 16:00:00,70.55
12/30/2015 16:00:00,70.16
12/31/2015 16:00:00,69.55
1/4/2016 16:00:00,67.59
1/5/2016 16:00:00,66.55
1/6/2016 16:00:00,64.42
1/7/2016 16:00:00,63.84
1/8/2016 16:00:00,63.63
1/11/2016 16:00:00,64.05
1/12/2016 16:00:00,64.4
1/13/2016 16:00:00,62.85
1/14/2016 16:00:00,63.29
1/15/2016 16:00:00,62.91
1/19/2016 16:00:00,62.64
1/20/2016 16:00:00,63.03
1/21/2016 16:00:00,62.64
1/22/2016 16:00:00,55.06
1/25/2016 16:00:00,55.02
1/26/2016 16:00:00,55.09
1/27/2016 16:00:00,54.52
1/28/2016 16:00:00,52.88
1/29/2016 16:00:00,53.5
2/1/2016 16:00:00,54.7
2/2/2016 16:00:00,53.66
2/3/2016 16:00:00,54.11
2/4/2016 16:00:00,54.38
2/5/2016 16:00:00,53.98
2/8/2016 16:00:00,52.4
2/9/2016 16:00:00,52.63
2/10/2016 16:00:00,52.29
2/11/2016 16:00:00,51.11
2/12/2016 16:00:00,52.66
2/16/2016 16:00:00,53.18
2/17/2016 16:00:00,53.61
2/18/2016 16:00:00,54.15
2/19/2016 16:00:00,54.71
2/22/2016 16:00:00,55.63
2/23/2016 16:00:00,55.11
2/24/2016 16:00:00,54.64
2/25/2016 16:00:00,55.39
2/26/2016 16:00:00,55.38
2/29/2016 16:00:00,55.58
3/1/2016 16:00:00,56.8
3/2/2016 16:00:00,57.12
3/3/2016 16:00:00,58.09
3/4/2016 16:00:00,58.29
3/7/2016 16:00:00,59
3/8/2016 16:00:00,59.43
3/9/2016 16:00:00,59.05
3/10/2016 16:00:00,58.75
3/11/2016 16:00:00,59.46
3/14/2016 16:00:00,59.57
3/15/2016 16:00:00,59.23
3/16/2016 16:00:00,59.7
3/17/2016 16:00:00,60.08
3/18/2016 16:00:00,61.22
3/21/2016 16:00:00,61.21
3/22/2016 16:00:00,60.61
3/23/2016 16:00:00,60.63
3/24/2016 16:00:00,60.47
3/28/2016 16:00:00,60.28
3/29/2016 16:00:00,60.6
3/30/2016 16:00:00,60.29
3/31/2016 16:00:00,61.4
4/1/2016 16:00:00,61.1
4/4/2016 16:00:00,60.62
4/5/2016 16:00:00,60.19
4/6/2016 16:00:00,59.88
4/7/2016 16:00:00,58.86
4/8/2016 16:00:00,59.5
4/11/2016 16:00:00,59.8
4/12/2016 16:00:00,60.68
4/13/2016 16:00:00,62.16
4/14/2016 16:00:00,62.51
4/15/2016 16:00:00,62.14
4/18/2016 16:00:00,62.59
4/19/2016 16:00:00,63.57
4/20/2016 16:00:00,65.02
4/21/2016 16:00:00,65.61
4/22/2016 16:00:00,65.93
4/25/2016 16:00:00,65.7
4/26/2016 16:00:00,66.2
4/27/2016 16:00:00,66.23
4/28/2016 16:00:00,65.84
4/29/2016 16:00:00,65.43
5/2/2016 16:00:00,65.68
5/3/2016 16:00:00,64.85
5/4/2016 16:00:00,64.26
5/5/2016 16:00:00,63.92
5/6/2016 16:00:00,64.51
5/9/2016 16:00:00,63.98
5/10/2016 16:00:00,64.84
5/11/2016 16:00:00,64.59
5/12/2016 16:00:00,64.34
5/13/2016 16:00:00,64.12
5/16/2016 16:00:00,64.07
5/17/2016 16:00:00,62.76
5/18/2016 16:00:00,63.52
5/19/2016 16:00:00,62.74
5/20/2016 16:00:00,63.92
5/23/2016 16:00:00,63.59
5/24/2016 16:00:00,64.87
5/25/2016 16:00:00,65.31
5/26/2016 16:00:00,65.23
5/27/2016 16:00:00,65.52
5/31/2016 16:00:00,65.76
6/1/2016 16:00:00,65.91
6/2/2016 16:00:00,66.41
6/3/2016 16:00:00,65.49
6/6/2016 16:00:00,65.94
6/7/2016 16:00:00,65.89
6/8/2016 16:00:00,66.26
6/9/2016 16:00:00,65.71
6/10/2016 16:00:00,64.97
6/13/2016 16:00:00,63.67
6/14/2016 16:00:00,61.07
6/15/2016 16:00:00,61.42
6/16/2016 16:00:00,61.93
6/17/2016 16:00:00,61.86
6/20/2016 16:00:00,62.3
6/21/2016 16:00:00,62.29
6/22/2016 16:00:00,61.95
6/23/2016 16:00:00,63.25
6/24/2016 16:00:00,60.06
6/27/2016 16:00:00,57.67
6/28/2016 16:00:00,57.9
6/29/2016 16:00:00,59.63
6/30/2016 16:00:00,60.76
7/1/2016 16:00:00,60.69
7/5/2016 16:00:00,59.15
7/6/2016 16:00:00,59.48
7/7/2016 16:00:00,59.81
7/8/2016 16:00:00,61.49
7/11/2016 16:00:00,62.16
7/12/2016 16:00:00,63
7/13/2016 16:00:00,63.1
7/14/2016 16:00:00,63.61
7/15/2016 16:00:00,63.78
7/18/2016 16:00:00,63.99
7/19/2016 16:00:00,64.16
7/20/2016 16:00:00,64.48
7/21/2016 16:00:00,63.43
7/22/2016 16:00:00,64.28
7/25/2016 16:00:00,64.33
7/26/2016 16:00:00,64.37
7/27/2016 16:00:00,64.59
7/28/2016 16:00:00,64.79
7/29/2016 16:00:00,64.46
8/1/2016 16:00:00,64.13
8/2/2016 16:00:00,63.47
8/3/2016 16:00:00,63.83
8/4/2016 16:00:00,63.94
8/5/2016 16:00:00,65.52
8/8/2016 16:00:00,65.83
8/9/2016 16:00:00,65.39
8/10/2016 16:00:00,64.74
8/11/2016 16:00:00,65.48
8/12/2016 16:00:00,65.38
8/15/2016 16:00:00,65.63
8/16/2016 16:00:00,65.3
8/17/2016 16:00:00,65.68
8/18/2016 16:00:00,65.63
8/19/2016 16:00:00,65.53
8/22/2016 16:00:00,65.36
8/23/2016 16:00:00,65.68
8/24/2016 16:00:00,65.16
8/25/2016 16:00:00,65
8/26/2016 16:00:00,64.79
8/29/2016 16:00:00,65.52
8/30/2016 16:00:00,65.45
8/31/2016 16:00:00,65.58
9/1/2016 16:00:00,64.86
9/2/2016 16:00:00,65.19
9/6/2016 16:00:00,65.76
9/7/2016 16:00:00,66.19
9/8/2016 16:00:00,66.24
9/9/2016 16:00:00,65.12
9/12/2016 16:00:00,65.9
9/13/2016 16:00:00,64.36
9/14/2016 16:00:00,63.48
9/15/2016 16:00:00,63.83
9/16/2016 16:00:00,63.66
9/19/2016 16:00:00,64.06
9/20/2016 16:00:00,63.72
9/21/2016 16:00:00,64.28
9/22/2016 16:00:00,64.63
9/23/2016 16:00:00,63.85
9/26/2016 16:00:00,63.42
9/27/2016 16:00:00,64.28
9/28/2016 16:00:00,64.22
9/29/2016 16:00:00,63.37
9/30/2016 16:00:00,64.04
10/3/2016 16:00:00,63.81
10/4/2016 16:00:00,63.91
10/5/2016 16:00:00,64.36
10/6/2016 16:00:00,61.94
10/7/2016 16:00:00,61.76
10/10/2016 16:00:00,61.9
10/11/2016 16:00:00,60.86
10/12/2016 16:00:00,60.69
10/13/2016 16:00:00,60.41
10/14/2016 16:00:00,60.15
10/17/2016 16:00:00,59.9
10/18/2016 16:00:00,60.08
10/19/2016 16:00:00,61.25
10/20/2016 16:00:00,66.78
10/21/2016 16:00:00,67.36
10/24/2016 16:00:00,67.09
10/25/2016 16:00:00,66.74
10/26/2016 16:00:00,66.8
10/27/2016 16:00:00,66.93
10/28/2016 16:00:00,66.45
10/31/2016 16:00:00,66.42
11/1/2016 16:00:00,66.25
11/2/2016 16:00:00,65.45
11/3/2016 16:00:00,65.33
11/4/2016 16:00:00,65.51
11/7/2016 16:00:00,67
11/8/2016 16:00:00,67.07
11/9/2016 16:00:00,68.74
11/10/2016 16:00:00,70.11
11/11/2016 16:00:00,70.5
11/14/2016 16:00:00,72.42
11/15/2016 16:00:00,72.47
11/16/2016 16:00:00,71.68
11/17/2016 16:00:00,71.78
11/18/2016 16:00:00,71
11/21/2016 16:00:00,71.54
11/22/2016 16:00:00,71.72
11/23/2016 16:00:00,72.88
11/25/2016 16:00:00,72.86
11/28/2016 16:00:00,72.13
11/29/2016 16:00:00,71.49
11/30/2016 16:00:00,72.04
12/1/2016 16:00:00,72.53
12/2/2016 16:00:00,71.86
12/5/2016 16:00:00,72.03
12/6/2016 16:00:00,72.31
12/7/2016 16:00:00,74.29
12/8/2016 16:00:00,74.91
12/9/2016 16:00:00,74.77
12/12/2016 16:00:00,73.58
12/13/2016 16:00:00,73.84
12/14/2016 16:00:00,74.07
12/15/2016 16:00:00,74.94
12/16/2016 16:00:00,75
12/19/2016 16:00:00,74.55
12/20/2016 16:00:00,75.06
12/21/2016 16:00:00,75.32
12/22/2016 16:00:00,74.58
12/23/2016 16:00:00,74.97
12/27/2016 16:00:00,74.98
12/28/2016 16:00:00,74.37
12/29/2016 16:00:00,73.92
12/30/2016 16:00:00,74.08
1/3/2017 16:00:00,75.35
1/4/2017 16:00:00,76.26
1/5/2017 16:00:00,75.32
1/6/2017 16:00:00,75.47
1/9/2017 16:00:00,75.86
1/10/2017 16:00:00,76.65
1/11/2017 16:00:00,76.91
1/12/2017 16:00:00,76.88
1/13/2017 16:00:00,76.62
1/17/2017 16:00:00,76.6
1/18/2017 16:00:00,77.49
1/19/2017 16:00:00,76.69
1/20/2017 16:00:00,76.2
1/23/2017 16:00:00,75.97
1/24/2017 16:00:00,77.43
1/25/2017 16:00:00,76.89
1/26/2017 16:00:00,76.93
1/27/2017 16:00:00,76.85
1/30/2017 16:00:00,77.28
1/31/2017 16:00:00,76.38
2/1/2017 16:00:00,76.76
2/2/2017 16:00:00,76.51
2/3/2017 16:00:00,78.04
2/6/2017 16:00:00,77.82
2/7/2017 16:00:00,77.72
2/8/2017 16:00:00,77.8
2/9/2017 16:00:00,78.18
2/10/2017 16:00:00,78.48
2/13/2017 16:00:00,78.91
2/14/2017 16:00:00,79.41
2/15/2017 16:00:00,79.6
2/16/2017 16:00:00,79.51
2/17/2017 16:00:00,79.71
2/21/2017 16:00:00,79.97
2/22/2017 16:00:00,79.86
2/23/2017 16:00:00,80.05
2/24/2017 16:00:00,79.76
2/27/2017 16:00:00,80.17
2/28/2017 16:00:00,80.06
3/1/2017 16:00:00,81.92
3/2/2017 16:00:00,80.1
3/3/2017 16:00:00,79.88
3/6/2017 16:00:00,79.5
3/7/2017 16:00:00,79.58
3/8/2017 16:00:00,79.04
3/9/2017 16:00:00,79.3
3/10/2017 16:00:00,79.38
3/13/2017 16:00:00,79.21
3/14/2017 16:00:00,79.69
3/15/2017 16:00:00,79.23
3/16/2017 16:00:00,79.77
3/17/2017 16:00:00,79.25
3/20/2017 16:00:00,78.85
3/21/2017 16:00:00,77.53
3/22/2017 16:00:00,77.67
3/23/2017 16:00:00,77.84
3/24/2017 16:00:00,78.2
3/27/2017 16:00:00,77.6
3/28/2017 16:00:00,78.64
3/29/2017 16:00:00,78.25
3/30/2017 16:00:00,79.21
3/31/2017 16:00:00,79.11
4/3/2017 16:00:00,78.59
4/4/2017 16:00:00,78.26
4/5/2017 16:00:00,77.76
4/6/2017 16:00:00,77.92
4/7/2017 16:00:00,77.77
4/10/2017 16:00:00,77.49
4/11/2017 16:00:00,77.26
4/12/2017 16:00:00,76.68
4/13/2017 16:00:00,75.8
4/17/2017 16:00:00,76.67
4/18/2017 16:00:00,75.79
4/19/2017 16:00:00,75.55
4/20/2017 16:00:00,80.02
4/21/2017 16:00:00,79.59
4/24/2017 16:00:00,80.45
4/25/2017 16:00:00,80.63
4/26/2017 16:00:00,80.52
4/27/2017 16:00:00,80.33
4/28/2017 16:00:00,79.25
5/1/2017 16:00:00,79.23
5/2/2017 16:00:00,79.54
5/3/2017 16:00:00,78.83
5/4/2017 16:00:00,78.33
5/5/2017 16:00:00,78.32
5/8/2017 16:00:00,78.16
5/9/2017 16:00:00,78.44
5/10/2017 16:00:00,78.65
5/11/2017 16:00:00,77.92
5/12/2017 16:00:00,77.49
5/15/2017 16:00:00,78.33
5/16/2017 16:00:00,78.13
5/17/2017 16:00:00,76.37
5/18/2017 16:00:00,76.38
5/19/2017 16:00:00,76.8
5/22/2017 16:00:00,76.98
5/23/2017 16:00:00,77.2
5/24/2017 16:00:00,77.12
5/25/2017 16:00:00,77.44
5/26/2017 16:00:00,77.46
5/30/2017 16:00:00,77.09
5/31/2017 16:00:00,76.94
6/1/2017 16:00:00,78.28
6/2/2017 16:00:00,78.49
6/5/2017 16:00:00,78.97
6/6/2017 16:00:00,78.85
6/7/2017 16:00:00,79.81
6/8/2017 16:00:00,79.95
6/9/2017 16:00:00,80.31
6/12/2017 16:00:00,80.17
6/13/2017 16:00:00,80.59
